0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,325,269,254,248,249,3,2,1,1,1,1,1,1,0,0
2,329,273,257,252,252,4,2,1,1,1,0,1,1,1,0
3,390,324,305,297,296,7,3,2,2,1,0,1,1,1,1
4,383,317,299,292,290,7,3,2,2,1,0,1,1,1,1
5,366,303,286,279,277,6,3,2,2,1,0,1,1,1,1
6,336,279,263,256,255,5,3,2,1,1,0,1,1,1,1
7,399,331,312,305,303,7,4,3,2,1,0,1,1,1,1
8,423,352,340,326,316,9,5,4,2,2,0,0,0,1,1
9,324,269,254,248,248,3,2,1,1,1,1,1,1,0,0
10,425,354,342,328,317,9,5,4,2,2,0,0,0,1,1
11,328,272,257,251,252,4,2,1,1,1,0,1,1,1,0
12,355,294,277,270,269,6,3,2,2,1,0,1,1,1,1
13,324,268,253,247,248,3,2,1,1,1,1,1,1,0,0
14,327,271,255,250,250,4,2,1,1,1,0,1,1,1,0
15,331,274,259,253,253,4,2,1,1,1,0,1,1,1,0
16,330,274,258,252,253,4,2,1,1,1,0,1,1,1,0
17,333,276,261,255,255,5,2,2,1,1,0,1,1,1,0
18,347,288,271,265,263,6,3,2,2,1,0,1,1,1,1
19,336,278,262,256,255,5,3,2,1,1,0,1,1,1,1
20,335,278,262,256,256,5,2,2,1,1,0,1,1,1,1
21,351,291,274,268,266,6,3,2,2,1,0,1,1,1,1
22,377,313,295,287,286,7,3,2,2,1,0,1,1,1,1
23,362,300,283,276,275,6,3,2,2,1,0,1,1,1,1
24,349,290,273,266,265,6,3,2,2,1,0,1,1,1,1
25,406,337,320,310,307,7,4,3,2,1,0,0,0,1,1
26,384,319,300,293,291,7,3,2,2,1,0,1,1,1,1
27,358,297,280,273,272,6,3,2,2,1,0,1,1,1,1
28,386,321,302,295,293,7,3,2,2,1,0,1,1,1,1
29,430,359,346,332,321,9,5,4,2,2,0,0,0,1,1
30,431,359,347,333,322,9,5,4,2,2,0,0,0,1,1
31,353,293,276,269,267,6,3,2,2,1,0,1,1,1,1
32,428,357,345,330,320,9,5,4,2,2,0,0,0,1,1

