0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,335,278,262,256,256,5,2,2,1,1,0,1,1,1,1
2,353,293,276,269,267,6,3,2,2,1,0,1,1,1,1
3,371,308,290,283,282,6,3,2,2,1,0,1,1,1,1
4,333,276,260,254,255,5,2,2,1,1,0,1,1,1,0
5,336,279,263,256,255,5,3,2,1,1,0,1,1,1,1
6,423,352,340,326,316,9,5,4,2,2,0,0,0,1,1
7,383,317,299,292,290,7,3,2,2,1,0,1,1,1,1
8,388,322,303,296,294,7,3,2,2,1,0,1,1,1,1
9,368,305,287,280,279,6,3,2,2,1,0,1,1,1,1
10,429,358,346,331,321,9,5,4,2,2,0,0,0,1,1
11,328,272,257,251,252,4,2,1,1,1,0,1,1,1,0
12,331,274,259,253,253,4,2,1,1,1,0,1,1,1,0
13,392,325,306,299,297,7,3,2,2,1,0,1,1,1,1
14,373,310,292,285,283,6,3,2,2,1,0,1,1,1,1
15,399,331,312,305,303,7,4,3,2,1,0,1,1,1,1
16,403,334,315,307,306,7,4,3,2,1,0,1,1,1,1
17,340,282,265,259,258,6,3,2,1,1,0,1,1,1,1
18,420,350,338,324,313,9,5,4,2,2,0,0,0,1,1
19,428,357,345,330,320,9,5,4,2,2,0,0,0,1,1
20,419,349,337,323,313,9,5,4,2,2,0,0,0,1,1
21,396,328,309,302,300,7,3,2,2,1,0,1,1,1,1
22,417,348,336,322,312,9,5,4,2,2,0,0,0,1,1
23,325,269,254,248,249,3,2,1,1,1,1,1,1,0,0
24,366,303,286,279,277,6,3,2,2,1,0,1,1,1,1
25,416,347,335,321,311,8,5,4,2,2,0,0,0,1,1
26,334,277,261,255,256,5,2,2,1,1,0,1,1,1,0
27,379,314,296,289,287,7,3,2,2,1,0,1,1,1,1
28,324,268,253,247,248,3,2,1,1,1,1,1,1,0,0
29,409,340,324,313,308,7,4,3,2,1,0,0,0,1,1
30,332,275,259,253,254,4,2,1,1,1,0,1,1,1,0
31,362,300,283,276,275,6,3,2,2,1,0,1,1,1,1

