0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,871.3,725.9,701.6,671.9,650.8,9,5,4,2,2,0,0,0,1,1
2,862.7,718.8,694.7,665.4,644.4,9,5,4,2,2,0,0,0,1,1
3,854.2,711.7,687.8,658.8,638.0,9,5,4,2,2,0,0,0,1,1
4,845.6,704.6,680.9,652.2,631.6,9,5,4,2,2,0,0,0,1,1
5,837.1,697.5,674.1,645.6,625.2,9,5,4,2,2,0,0,0,1,1
6,828.6,690.3,667.2,639.0,618.9,7,4,3,2,1,0,0,0,1,1
7,806.1,668.9,630.1,614.8,611.3,7,4,3,2,1,0,1,1,1,1
8,791.1,656.5,618.4,603.4,600.0,7,3,2,2,1,0,1,1,1,1
9,776.2,644.1,606.7,592.0,588.7,7,3,2,2,1,0,1,1,1,1
10,761.3,631.7,595.1,580.7,577.3,7,3,2,2,1,0,1,1,1,1
11,746.4,619.4,583.4,569.3,566.0,6,3,2,2,1,0,1,1,1,1
12,731.4,607.0,571.7,557.9,554.7,6,3,2,2,1,0,1,1,1,1
13,716.5,594.6,560.1,546.5,543.4,6,3,2,2,1,0,1,1,1,1
14,701.6,582.2,548.4,535.1,532.1,6,3,2,2,1,0,1,1,1,1
15,686.6,569.8,536.7,523.7,520.7,6,3,2,1,1,0,1,1,1,1
16,671.7,557.4,525.1,512.3,509.4,5,3,2,1,1,0,1,1,1,1
17,670.0,555.2,523.7,512.0,513.3,5,2,2,1,1,0,1,1,1,0
18,663.4,549.7,518.6,507.0,508.3,4,2,1,1,1,0,1,1,1,0
19,656.9,544.3,513.4,502.0,503.2,4,2,1,1,1,0,1,1,1,0
20,650.3,538.8,508.3,496.9,498.2,3,2,1,1,1,1,1,1,0,0
